"result","id","comment","label"
"not toxic",511,"โรงเรียนบ้านปูลากาป๊ะ กำลังรับชมค่ะ",0
"not toxic",512,"โรงเรียนบ้านห้วยไฮ สพป.น่าน เขต 1 กำลังรับชมครับ",0
"not toxic",513,"โรงเรียนบ้านแสนสุข สพป.สร2 กำลังรับชมค่ะ",0
"not toxic",514,"ครูทีปรึกษาและ คณะกรรมการสภานักเรียน โรงเรียนบ้านลานข่อย สพป.พัทลุง เขต 1",0
"not toxic",515,"โรงเรียนบ้านเด่นกำลังรับชมค่ะ",0
"not toxic",516,"โรงเรียนบ้านสวายสอ สพป.บร2 กำลังรับชมครับ",0
"not toxic",517,"โรงเรียนบ้านถ้ำแข้ สพป.ขอนแก่น เขต5 กำลังรับชมครับ",0
"not toxic",518,"โรงเรียนบ้านท่าดินดำ",0
"not toxic",519,"โรงเรียนบ้านดอนสำราญ สพป.รย 2 ร่วมรับชมค่ะ",0
"not toxic",520,"โรงเรียนโยธินบูรณะ เพชรบุรี สพม. เขต10 ร่วมรับชม",0
"not toxic",778,"oye sana 😡😡😡😡😡😡😡",0
"not toxic",521,"โรงเรียนบ้านชะโงมนาโดน สพป.นครพนม เขต 1 กำลังรับชมครับ",0
"not toxic",522,"โรงเรียนอนุบาลชุมชนบางบ่อ(ศุภพิพัฒน์รังสรรค์) ร่วมรับชมครับ",0
"not toxic",523,"ยินดีกับนักเรียนที่ได้รับรางวัลด้วยนะคะ",0
"not toxic",524,"โรงเรียนบ้านนานวน สพป.สร.2",0
"not toxic",525,"โรงเรียนบ้านโคกตูกต้องกราบขอบพระคุณคณะกรรมการวุฒิสภาเป็นอย่างยิ่ง",0
"not toxic",526,"โรงเรียนบ้านโนน อำเภอซำสูง จังหวัดขอนแก่น สพป.ขก.4 กำลังร่วมรับกำลังร่วมรับชมครับ",0
"not toxic",527,"สภานักเรียนโรงเรียนบ้านป่ากอ เข้าร่วมรับฟังครับ",0
"not toxic",528,"โรงเรียนบ้านห้างสูง(เกตุวัตถาประชานุเคราะห์) กำลังรับชมครับ",0
"not toxic",529,"กำลังรับชมยุค่ะ",0
"not toxic",530,"โรงเรียนบ้านรังนก(ประชาพิทักษ์) สพป.พิจิตร 1",0
"not toxic",531,"รร.บ้านป่าเลา สพป.สุโขทัย เขต 2",0
"not toxic",532,"โรงเรียนบ้านนา อ.จะนะ จ.สงขลา กำลังรับชมครับ",0
"not toxic",533,"โรงเรียนบ้านทุ่งกอกหนองเกาะ สพป.ศรีสะเกษ เขต 4",0
"not toxic",534,"โรงเรียนบ้านเมืองไผ่ สพป.บร.2",0
"not toxic",535,"ครูโรงเรียนบ้านกาโสด สพป.ยะลา 2 กำลังรับชมคะ",0
"not toxic",536,"โรงเรียนบ้านรางม่วง สพป.เขต 1",0
"not toxic",537,"โรงเรียนบ้านเขาน้ำโจน สพป.อุทัยธานี 2 กำลังรับชมครับ",0
"not toxic",538,"โรงเรียนบ้านน้ำแคม สพป.เลย เขต 1 กำลังรับชมครับ",0
"not toxic",539,"โรงเรียนเพียงหลวง 2 ฯ สพป.บร.2 ครับ",0
"not toxic",540,"โรงเรียนบ้านดอนตัดเรือ สพป.นม.เขต 7 อำเภอโนนแดง จังหวัดนครราชสีมา",0
"not toxic",541,"โรงเรียนบ้านทรัพย์สินพูนฯ สพป.จันทบุรี เขต 2 กำลังรับชมค่ะ",0
"not toxic",542,"สวัดดีค่าา",0
"not toxic",543,"โรงเรียนบ้านเเสรออ สพป.สุรินทร์เขต1กำลังรับชมอยู่ค่าา",0
"not toxic",544,"รัตนธร โสมมอญ โรงเรียนวัดศรีประชาราม สพป.ชบ.2 รับชมอยู่ค่ะ",0
"not toxic",545,"โรงเรียนบ้านท่ามะเขือ สพปกพ2",0
"not toxic",546,"บอก เด็กไปเลยค่ะ ต่อให้พรรคการเมืองที่เราเลือกได้อันดับที่ 1 ก็ไม่ใช่จะได้เป็นฝ่ายรัฐบาลเสมอไป",0
"not toxic",547,"บอก เด็กไปเลยค่ะ ต่อให้พรรคการเมืองที่เราเลือกได้อันดับที่ 1 ก็ไม่ใช่จะได้เป็นฝ่ายรัฐบาลเสมอไป",0
"not toxic",548,"รร.หนองกุงศาลาน้ำเที่ยงวิทยากร สพป.มค3 ร่วมรับชมครับ",0
"not toxic",549,"รร.บ้านตาสา สพป.ยะลาเขต1",0
"not toxic",550,"ซูไลดา ตะเย๊าะ โรงเรียนบ้านบันนังกูแว สพป.ยล.2 กำลังรับชมค่ะ",0
"not toxic",551,"โรงเรียนวัดอุเบกขาราม สพป.เขต 2",0
"not toxic",552,"โรงเรียนบ้านกุดสิม สพป.บึงกาฬ รับชมครับ",0
"not toxic",553,"โรงเรียนวัดโคกเขมา สพป.2 นครปฐม",0
"not toxic",554,"รร.บ้านเสม็ดสามัคคีราษฎร์วิทยาคาร สพป.บร เขต2",0
"not toxic",555,"ร.ร.บ้านหัวถนน สป.ชพ.1 กำลังรับชมค่ะ",0
"not toxic",556,"dur dur k friend 😄😁😁😅😅🤣🤣",0
"not toxic",557,"please Alka",0
"not toxic",558,"@jyoti ji Apki instagram id ky h",0
"not toxic",559,"जय श्री महाकाल 🚩",0
"not toxic",560,"Indore mp se h koi",0
"not toxic",561,"hello Alka ji",0
"not toxic",562,"जय श्री महाकाल 🚩",0
"not toxic",563,"kha pr bhuddu🤣🤣",0
"not toxic",564,"Jyoti aap kya krte ho dear",0
"not toxic",565,"Alka Sorry",0
"not toxic",566,"har har Modi Ghar Ghar modi",0
"not toxic",567,"I Love my India 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",0
"not toxic",568,"kya karti ho",0
"not toxic",569,"partima aaj se tum mera gf ho mai har tarike se kheyal rakhuga",0
"not toxic",570,"Insta I'd do",0
"not toxic",571,"muj nhi kush bee pta",0
"not toxic",572,"जय श्री महाकाल 🚩",0
"not toxic",573,"hi",0
"not toxic",574,"@Jyoti delhi me kha se ho?",0
"not toxic",575,"kush nhi",0
"not toxic",576,"COLG",0
"not toxic",577,"jroti ji aap kaha se ho",0
"not toxic",578,"🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹🌹",0
"not toxic",579,":face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:Jai Shri ram",0
"not toxic",580,"sir ye sb sunkr itna garv ho rha h ki mai kuch smjha ni skti 🇮🇳🇮🇳🇮🇳🇮🇳",0
"not toxic",581,"ug ya pg",0
"not toxic",582,"jammu",0
"not toxic",583,":hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:",0
"not toxic",584,"up se hu mai",0
"not toxic",585,"hello palak ji",0
"not toxic",586,"fine",0
"not toxic",587,"Alka sorry",0
"not toxic",588,"PG",0
"not toxic",589,"HLO",0
"not toxic",590,"Jyoti date pr chale...😅",0
"not toxic",591,"Dileep tum apna Instagram ID do",0
"not toxic",592,"😭😭😭",0
"not toxic",593,"hello palak ji",0
"not toxic",594,"❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",0
"not toxic",595,"ok",0
"not toxic",596,"HLO NARVEER G",0
"not toxic",597,"जय श्री महाकाल 🚩",0
"not toxic",598,"ub",0
"not toxic",599,"143",0
"not toxic",600,"chlo",0
"not toxic",601,"hmm",0
"not toxic",602,"जय श्री महाकाल 🚩",0
"not toxic",603,"bolo n",0
"not toxic",604,"haryana",0
"not toxic",605,"how are you palak ji",0
"not toxic",606,"kuldeep ye jaise dp hai vaise nhi hai anti",0
"not toxic",607,"bolo suneeta",0
"not toxic",608,"kaha gayeb ho gai thi abhi",0
"not toxic",609,"Sunita",0
"not toxic",610,"🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳",0
"not toxic",611,"i love 😍",0
"not toxic",612,"मोनिका के पास आप सिर्फ किस वाले आयेंगे",0
"not toxic",613,"aap mere bf banoge 💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐",0
"not toxic",614,"suneeta Meena bolo",0
"not toxic",615,"aree bhaeyo and bhno news sunne aaye ho news suno q apana tima wast kr rhe ho",0
"not toxic",616,"kau kaun lega",0
"not toxic",617,"mashallah",0
"not toxic",618,"सुनीता जी मैं आपसे कुछ पूछा h",0
"not toxic",619,"Instagram I'd bolo",0
"not toxic",620,"❤️❤️❤️❤️‍🩹",0
"not toxic",621,"Instagram I'd bolo",0
"not toxic",622,"banaoge tab n 😊😊😊",0
"not toxic",623,"bol liye Sahu 💐💐💐💐💐💐💐💐💐",0
"not toxic",624,"मोनिका कुछ सीखो सुनीता से",0
"not toxic",625,"suneeta Meena Instagram I'd bolo",0
"not toxic",626,"Sunita",0
"not toxic",627,"ok. 🌹🌹🌹🌹⚘️⚘️",0
"not toxic",628,"Monika g no send kar do",0
"not toxic",629,"banaogi bf tab n ashu 🌹",0
"not toxic",630,"सबको भईया बोल रही है",0
"not toxic",631,"hi",0
"not toxic",632,"bilkul bijli",0
"not toxic",633,"सुनीता किसे कह रहे आप",0
"not toxic",634,"BGMI players reply",0
"not toxic",635,"Bana liya💝💝💝💝💝💝💝",0
"not toxic",636,"और तुम 1 को sayiya nhi",0
"not toxic",637,"i like you dear ashu 🌹",0
"not toxic",638,"bol rahi balki sare ko lapet rahi ho",0
"not toxic",639,"bijali rani aap bhai ho ya bahin",0
"not toxic",640,"bijali rani aapse kuchh baat karna chahate hai ajay premi",0
"not toxic",641,"suneeta Meena AAP Instagram I'd to de nhi rhi hai",0
"not toxic",642,"आशु तुमको मिल गया क्या कोई:hand-pink-waving::hand-pink-waving::hand-pink-waving:",0
"not toxic",643,"suneeta Meena AAP Instagram I'd to de nhi rhi hai",0
"not toxic",644,"hi",0
"not toxic",645,"l like you too ooohh 😍😍🤪😍😍😍😍😍😍",0
"not toxic",646,"mai bhai hu Bhai",0
"not toxic",647,"suneeta Meena de do please",0
"not toxic",648,"জয় ভারতমাতার 🙏🇮🇳🇮🇳🇮🇳🇮🇳",0
"not toxic",649,"hy",0
"not toxic",650,"ashu ❣️👈",0
"not toxic",651,"bijali bhai aap kha se ho",0
"not toxic",652,"Priya boy hai kamino",0
"not toxic",653,"💗💗💗💗💗💗💗💗💗💗💗⚘️⚘️⚘️⚘️🌹🌹",0
"not toxic",654,"प्रयागराज",0
"not toxic",655,"Pirya मुझे जानते हो क्या आप:hand-pink-waving::hand-pink-waving::hand-pink-waving:",0
"not toxic",656,"Russian newspaper... ""airplane falls from sky in apparent suicide.""",0
"not toxic",657,"yevgeni Prigozin alive somwear",0
"not toxic",658,"we all know Putin was behind this",0
"not toxic",659,"this plane got shit down",0
"not toxic",660,"wt",0
"not toxic",661,"im usa",0
"not toxic",662,"yep",0
"not toxic",663,"he had to go",0
"not toxic",664,"Just months ago Putin had warrants on Wagner! Now this? How convenient",0
"not toxic",665,"I am usa",0
"not toxic",666,"Putin remind them who the real gangster, PUTIN WON,",0
"not toxic",667,"Next",0
"not toxic",668,"Do you think Putin will get out of it?",0
"not toxic",669,"Matt how do you mean?",0
"not toxic",670,"Will he go to court or will he finish out his presidency?",0
"not toxic",671,"Oh PUTIN RUN EVERYTHING, THE END",0
"not toxic",672,"Lesson learnt…. Never stop from marching towards your target.",0
"not toxic",673,"don't go half way, go 100%, or putin end you,",0
"not toxic",674,"True",0
"not toxic",675,"Mkurugenzi atutengenezee hii headline hitter.",0
"not toxic",676,"Real ufo Ets aliens at youtube Close Encounters Of The Fifth Kind Contact Has Begun - DR. Steven Greer:hand-purple-blue-peace::goodvibes:",0
"not toxic",677,"or Ce5 =Close Encounters Of The Fifth Kind, By Dr Steven M. Greer :)",0
"not toxic",678,"now I am here after very long time",0
"not toxic",679,"what a joke",0
"not toxic",680,"Disastrous Attacks Into Russian DefensesDouglas Macgregor Straight Calls114K subscribers",0
"not toxic",681,"o.:body-blue-raised-arms::glasses-purple-yellow-diamond::glasses-purple-yellow-diamond::face-fuchsia-tongue-out:",0
"not toxic",682,"""It's just a prank, bro""",0
"not toxic",683,"“Plane crash”",0
"not toxic",779,"Insta chalati ho nandni",0
"not toxic",780,"siya:body-blue-raised-arms:tq",0
"not toxic",781,"Sweta kya karti ho ap",0
"not toxic",684,"prigozhin might faked his death, as he is a dangerman in his career. to risk others for his own safety. why must be russia . it could be the west, that killed him, where things turned sour in a deal.",0
"not toxic",685,"probably prigozhin made the cia and nato countries silly after screwing them with big amount of cash. and taking them for a ride. an embarrassment for the west.",0
"not toxic",686,",",0
"not toxic",687,",,,",0
"not toxic",688,"ww was",0
"not toxic",689,"Russia kills their own brothers.",0
"not toxic",690,"Putin does not care if 500,000 Russian soldiers died in this war. You mean nothing to him.",0
"not toxic",691,"首が痛そうよ。黒の方は",0
"not toxic",692,"芝野名人：雲海プリン（抹茶ソース）＆緑茶（冷）　　　井山王座：フルーツ盛合せ＆ホットコーヒー",0
"not toxic",693,"おやつなんだろな。蒸かした芋？",0
"not toxic",694,"糖分補給してリセットですね",0
"not toxic",695,"ハサミ付けから攻め合いになって15－15の切りから白逃げ切られて黒が取られた",0
"not toxic",696,"暑いときにセブンに入ってアイスコーヒー最高に極楽",0
"not toxic",697,"こういう死活の形って、全然簡単じゃないわ…",0
"not toxic",698,"この暑い夏にホットコーヒーってのがいいね",0
"not toxic",699,"8.7目なら何とかならないかな、、",0
"not toxic",700,"そもそも8.7に何の意味もない",0
"not toxic",701,"アイスコーヒーっていつもええよ",0
"not toxic",702,"いつでも",0
"not toxic",703,"でもさ、カフェイン中毒は心配するんだけどね",0
"not toxic",704,"アイスコーヒーはシロップ入れるがうまい",0
"not toxic",705,"ふむ、私はその逆です",0
"not toxic",706,"糖分が嫌いので…",0
"not toxic",707,"フルーツ何が好きって言ってたかな・・・",0
"not toxic",708,"カフェインがあるあらコーヒーは一日一杯だけですね",0
"not toxic",709,"ブドウだっけ？",0
"not toxic",710,"カッコつけて、アイスコーヒーやホットコーヒーに砂糖やガムシロを入れずに飲んでみたら苦くて吹いたことがある。カッコつけちゃだめだね。",0
"not toxic",711,"そしてあのシロップさ、健康に良くはないですって",0
